year,reporter,reporter_code,partner,partner_code,flow,flow_code,hs_code,commodity,trade_value_usd,net_weight_kg,lag_trade_1y,yoy_growth_pct,rolling_avg_3y,volatility_index,total_imports,supplier_dependency_ratio,sudden_drop_flag,future_trade_value_usd
2021,China,156,Germany,276,Export,X,854232,Electronic integrated circuits; memories,63166784.0,32167.0,42441517.0,48.83253112748067,55261422.666666664,11202621.68238071,66705680543.0,0.0009469475985524389,0,98626756.0
2022,China,156,Germany,276,Export,X,854232,Electronic integrated circuits; memories,98626756.0,38427.159,63166784.0,56.13705456336039,68078352.33333333,28412812.215469494,57065869770.0,0.001728296727930517,0,119516177.0
2023,China,156,Germany,276,Export,X,854232,Electronic integrated circuits; memories,119516177.0,45991.0,98626756.0,21.180277895381654,93769905.66666667,28486931.551808324,43164251747.0,0.0027688694269629405,0,95808171.0
2019,China,156,Germany,276,Import,M,854232,Electronic integrated circuits; memories,11837382.0,3548.0,24359674.0,-51.40582751641093,18098528.0,8854597.589198055,53940508099.0,0.00021945254906153642,1,9360127.0
2020,China,156,Germany,276,Import,M,854232,Electronic integrated circuits; memories,9360127.0,2665.0,11837382.0,-20.92738918115509,15185727.666666666,8040843.648456071,53809217225.0,0.00017395025392882399,1,13357904.0
2021,China,156,Germany,276,Import,M,854232,Electronic integrated circuits; memories,13357904.0,5184.245,9360127.0,42.710713220023614,11518471.0,2017878.4415501817,66705680543.0,0.00020025137126648742,0,22807292.0
2022,China,156,Germany,276,Import,M,854232,Electronic integrated circuits; memories,22807292.0,6679.299,13357904.0,70.74005023542615,15175107.666666666,6905304.736861099,57065869770.0,0.0003996660717154263,0,12416524.0
2023,China,156,Germany,276,Import,M,854232,Electronic integrated circuits; memories,12416524.0,3060.005,22807292.0,-45.55897298109745,16193906.666666666,5746668.448019368,43164251747.0,0.0002876575753653131,1,17069151.0
2019,China,156,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,63845521.0,89269.0,51402581.0,24.20683895230864,57624051.0,8798487.251897339,14635537776.0,0.004362362488975069,0,73509050.0
2020,China,156,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,73509050.0,101574.0,63845521.0,15.135797858083105,62919050.666666664,11082317.148092287,17885015697.0,0.004110091444444764,0,216688285.0
2021,China,156,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,216688285.0,157658.0,73509050.0,194.77769743997507,118014285.33333333,85590680.6016079,19735304428.0,0.010979728526131454,0,466162090.0
2022,China,156,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,466162090.0,289208.907,216688285.0,115.1302688098713,252119808.33333334,198709957.19792405,18826025671.0,0.024761577305085998,0,334575826.0
2023,China,156,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,334575826.0,341922.0,466162090.0,-28.22757723606396,339142067.0,124799570.36363174,17660523275.0,0.01894484216521608,1,229478898.0
2019,China,156,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,478017885.0,229996.0,467438804.0,2.263201280995918,472728344.5,7480539.913821762,14635537776.0,0.03266144997991634,0,530694033.0
2020,China,156,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,530694033.0,196495.0,478017885.0,11.019702327665,492050240.6666667,33881945.828530625,17885015697.0,0.029672550585964408,0,805701818.0
2021,China,156,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,805701818.0,189800.0,530694033.0,51.820402698969104,604804578.6666666,175964399.01538447,19735304428.0,0.04082540611113597,0,758536791.0
2022,China,156,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,758536791.0,167765.0,805701818.0,-5.853905991807009,698310880.6666666,147063559.92991805,18826025671.0,0.04029192375788937,0,556696343.0
2023,China,156,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,556696343.0,129488.0,758536791.0,-26.60918368032066,706978317.3333334,132267300.57017568,17660523275.0,0.031522075214388004,1,704990850.0
2019,China,156,Japan,392,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",953011543.0,803210.051,723036775.0,31.806787144402165,838024159.0,162616717.95460305,30709077804.0,0.031033544839170188,0,812706059.0
2020,China,156,Japan,392,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",812706059.0,658596.0,953011543.0,-14.722327870062324,829584792.3333334,115912756.88364413,32415340029.0,0.02507164997414564,0,907487158.0
2021,China,156,Japan,392,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",907487158.0,773033.0,812706059.0,11.66240831483699,891068253.3333334,71579274.4651577,41994486455.0,0.02160967390260708,0,1393560145.0
2022,China,156,Japan,392,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1393560145.0,1068877.335,907487158.0,53.562519614189405,1037917787.3333334,311619927.32644826,43600481647.0,0.03196203556379488,0,1906849159.0
2023,China,156,Japan,392,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1906849159.0,1204574.0,1393560145.0,36.832928656983086,1402632154.0,499742762.0998157,35858192530.0,0.05317750350647693,0,1653145272.0
2019,China,156,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",5124718546.0,1102983.0,4825513781.0,6.200474780076066,4975116163.5,211569718.29482737,30709077804.0,0.16687959758050702,0,4716152137.0
2020,China,156,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",4716152137.0,979171.0,5124718546.0,-7.972465323366854,4888794821.333333,211506489.71140462,32415340029.0,0.14549136713607663,0,6372224965.0
2021,China,156,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",6372224965.0,1128472.0,4716152137.0,35.114915293072954,5404365216.0,862725911.2496542,41994486455.0,0.15173956161669652,0,7812880651.0
2022,China,156,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",7812880651.0,1275706.0,6372224965.0,22.608361975807927,6300419251.0,1549612505.6856792,43600481647.0,0.17919253081319064,0,8597971764.0
2023,China,156,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",8597971764.0,1589348.0,7812880651.0,10.048676641432033,7594359126.666667,1128849390.2033207,35858192530.0,0.2397770539272633,0,7835930520.0
2019,China,156,Japan,392,Export,X,854232,Electronic integrated circuits; memories,696717050.0,123232.0,922208291.0,-24.45122682159881,809462670.5,159446385.60927007,53940508099.0,0.012916397612000181,1,629203606.0
2020,China,156,Japan,392,Export,X,854232,Electronic integrated circuits; memories,629203606.0,114394.0,696717050.0,-9.690224173500562,749376315.6666666,153436257.29729506,53809217225.0,0.011693230982510357,0,654527399.0
2021,China,156,Japan,392,Export,X,854232,Electronic integrated circuits; memories,654527399.0,93531.0,629203606.0,4.024737423389783,660149351.6666666,34106026.505955726,66705680543.0,0.009812168823884148,0,1245447034.0
2022,China,156,Japan,392,Export,X,854232,Electronic integrated circuits; memories,1245447034.0,120380.254,654527399.0,90.28187909365121,843059346.3333334,348707917.9087734,57065869770.0,0.021824727092037453,0,535757854.0
2023,China,156,Japan,392,Export,X,854232,Electronic integrated circuits; memories,535757854.0,70982.0,1245447034.0,-56.98268658769795,811910762.3333334,380120803.61755013,43164251747.0,0.01241207323922246,1,542028326.0
2019,China,156,Japan,392,Import,M,854232,Electronic integrated circuits; memories,6444008566.0,295086.0,6724368472.0,-4.16931206502748,6584188519.0,198244390.70542303,53940508099.0,0.11946510689467282,0,6584318894.0
2020,China,156,Japan,392,Import,M,854232,Electronic integrated circuits; memories,6584318894.0,299854.0,6444008566.0,2.1773764972987157,6584231977.333333,140179973.2093084,53809217225.0,0.12236414565311492,0,8355308013.0
2021,China,156,Japan,392,Import,M,854232,Electronic integrated circuits; memories,8355308013.0,336436.0,6584318894.0,26.897073904087854,7127878491.0,1065297691.090959,66705680543.0,0.12525631917680502,0,6126294005.0
2022,China,156,Japan,392,Import,M,854232,Electronic integrated circuits; memories,6126294005.0,264357.0,8355308013.0,-26.6778197109177,7021973637.333333,1177192472.680946,57065869770.0,0.10735478193343236,1,6419225343.0
2023,China,156,Japan,392,Import,M,854232,Electronic integrated circuits; memories,6419225343.0,255806.0,6126294005.0,4.781542279246195,6966942453.666667,1211247863.5493386,43164251747.0,0.14871624279798037,0,5465001967.0
2019,China,156,Japan,392,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,210186427.0,427811.0,160965702.0,30.57839302934236,185576064.5,34804308.42241823,14635537776.0,0.014361373679392428,0,308163536.0
2020,China,156,Japan,392,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,308163536.0,409402.0,210186427.0,46.614384381727945,226438555.0,74932631.95677286,17885015697.0,0.017230263658739243,0,513447314.0
2021,China,156,Japan,392,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,513447314.0,661996.0,308163536.0,66.61520719310542,343932425.6666667,154762241.83241957,19735304428.0,0.026016690843214594,0,673625978.0
2022,China,156,Japan,392,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,673625978.0,738505.379,513447314.0,31.19670891880447,498412276.0,183194537.04708806,18826025671.0,0.03578163494367626,0,628468981.0
2023,China,156,Japan,392,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,628468981.0,808977.0,673625978.0,-6.703571191549266,605180757.6666666,82589691.30420351,17660523275.0,0.03558609058258496,0,451842405.0
2019,China,156,Japan,392,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,5071464073.0,1668748.0,3550241339.0,42.84843166263408,4310852706.0,1075666910.9065397,14635537776.0,0.34651709767142347,0,5933094238.0
2020,China,156,Japan,392,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,5933094238.0,1525247.0,5071464073.0,16.989771643798846,4851599883.333333,1206545556.9482286,17885015697.0,0.331735478375633,0,5551056009.0
2021,China,156,Japan,392,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,5551056009.0,1760040.0,5933094238.0,-6.439106032618523,5518538106.666667,431734520.0335532,19735304428.0,0.2812754183373168,0,5054575360.0
2022,China,156,Japan,392,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,5054575360.0,1497616.0,5551056009.0,-8.94389550736021,5512908535.666667,440500030.6945317,18826025671.0,0.2684887106993683,0,4935192335.0
2023,China,156,Japan,392,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,4935192335.0,1225668.0,5054575360.0,-2.361880405320537,5180274568.0,326607156.08673626,17660523275.0,0.2794476844288183,0,5354126497.0
2019,China,156,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",330937109.0,168887.44,248236395.0,33.3153057592542,289586752.0,58478235.67836925,30709077804.0,0.010776523838071553,0,258963856.0
2020,China,156,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",258963856.0,234185.278,330937109.0,-21.748317442393564,279379120.0,44971538.52348973,32415340029.0,0.007988929185019224,1,328018602.0
2021,China,156,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",328018602.0,229032.063,258963856.0,26.66578535963722,305973189.0,40737420.91254586,41994486455.0,0.0078109921013439386,0,446712696.0
2022,China,156,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",446712696.0,351729.341,328018602.0,36.18517159584748,344565051.3333333,94961810.58452827,43600481647.0,0.010245590854172062,0,380180289.0
2023,China,156,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",380180289.0,226666.535,446712696.0,-14.89378018483719,384970529.0,59491863.200469784,35858192530.0,0.010602327172010418,0,320047349.0
2019,China,156,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",5843089.0,2471.289,8010854.0,-27.06034837234582,6926971.5,1532841.331518856,30709077804.0,0.00019027236953494289,1,14768035.0
2020,China,156,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",14768035.0,2412.066,5843089.0,152.7436258458497,9540659.333333334,4654985.880123626,32415340029.0,0.00045558784781489113,0,19322538.0
2021,China,156,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",19322538.0,3936.579,14768035.0,30.84027766727259,13311220.666666666,6856793.517180923,41994486455.0,0.0004601208308787259,0,18097790.0
2022,China,156,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",18097790.0,3230.0,19322538.0,-6.338442703541326,17396121.0,2356932.1019967897,43600481647.0,0.0004150823412118257,0,17803913.0
2023,China,156,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",17803913.0,2898.013,18097790.0,-1.6238281027683492,18408080.333333332,805459.8319446716,35858192530.0,0.0004965089354435456,0,14613376.0
2019,China,156,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,114045484.0,8455.003,66827103.0,70.65753097212668,90436293.5,33388437.40175003,53940508099.0,0.0021142827166308114,0,185103418.0
2020,China,156,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,185103418.0,8999.007,114045484.0,62.30666178767762,121992001.66666667,59537232.2984936,53809217225.0,0.0034399946244525583,0,268716587.0
2021,China,156,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,268716587.0,10996.002,185103418.0,45.17105621463997,189288496.33333334,77420434.55252142,66705680543.0,0.004028391357566305,0,233370117.0
2022,China,156,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,233370117.0,12284.051,268716587.0,-13.153810263301684,229063374.0,41972628.39049605,57065869770.0,0.004089486727190559,0,142827196.0
2023,China,156,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,142827196.0,7816.095,233370117.0,-38.797992718150795,214971300.0,64930132.00230949,43164251747.0,0.00330892324595727,1,101655234.0
2019,China,156,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,1981176.0,165.093,2613590.0,-24.19713880141874,2297383.0,447184.22791730927,53940508099.0,3.672890875191309e-05,1,1110066.0
2020,China,156,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,1110066.0,160.025,1981176.0,-43.969339422645945,1901610.6666666667,754913.2972370625,53809217225.0,2.062966267207207e-05,1,1410684.0
2021,China,156,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,1410684.0,121.003,1110066.0,27.081092475582537,1500642.0,442467.5008946986,66705680543.0,2.1147884085983366e-05,0,2299138.0
2022,China,156,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,2299138.0,171.006,1410684.0,62.98036980642014,1606629.3333333333,618279.0515109933,57065869770.0,4.028919578841985e-05,0,1330573.0
2023,China,156,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,1330573.0,70.26,2299138.0,-42.12731032239039,1680131.6666666667,537569.598852403,43164251747.0,3.0825809463787995e-05,1,3226807.0
2019,China,156,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,8889246.0,8065.0,4742090.0,87.4541815950351,6815668.0,2932482.1302384776,14635537776.0,0.0006073740600483419,0,113522807.0
2020,China,156,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,113522807.0,41638.903,8889246.0,1177.0802720500703,42384714.333333336,61642281.73024198,17885015697.0,0.006347369715702408,0,156317758.0
2021,China,156,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,156317758.0,45672.0,113522807.0,37.69722765928436,92909937.0,75844969.14668244,19735304428.0,0.007920716833646606,0,260457560.0
2022,China,156,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,260457560.0,64892.516,156317758.0,66.62058318415748,176766041.66666666,75571520.02227494,18826025671.0,0.013834973167024532,0,327954032.0
2023,China,156,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,327954032.0,57378.0,260457560.0,25.914575871785022,248243116.66666666,86467607.27352284,17660523275.0,0.018569893252497638,0,290600004.0
2019,China,156,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,59712863.0,6642.681,47326678.0,26.171676364016083,53519770.5,8758355.406531097,14635537776.0,0.004079991040569742,0,51004125.0
2020,China,156,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,51004125.0,6677.682,59712863.0,-14.584358482359153,52681222.0,6361122.972723684,17885015697.0,0.0028517797168361074,0,64163208.0
2021,China,156,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,64163208.0,7182.945,51004125.0,25.80003676173251,58293398.666666664,6693394.176008637,19735304428.0,0.003251189168836266,0,60449409.0
2022,China,156,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,60449409.0,6608.0,64163208.0,-5.788050684747558,58538914.0,6784383.5172395,18826025671.0,0.003210949037061897,0,50407013.0
2023,China,156,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,50407013.0,7558.0,60449409.0,-16.61289360165622,58339876.666666664,7116587.680801827,17660523275.0,0.0028542196748697415,0,43143778.0
2019,China,156,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",539130100.0,411482.0,577011486.0,-6.565100854855427,558070793.0,26786184.921345145,30709077804.0,0.017556049824777733,0,772302674.0
2020,China,156,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",772302674.0,468381.0,539130100.0,43.249778485749545,629481420.0,125128664.96898158,32415340029.0,0.023825222049470053,0,1003460986.0
2021,China,156,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1003460986.0,537870.0,772302674.0,29.931051617723647,771631253.3333334,232166171.152625,41994486455.0,0.02389506505991633,0,1450774394.0
2022,China,156,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1450774394.0,706282.786,1003460986.0,44.57706021866205,1075512684.6666667,344926882.3540776,43600481647.0,0.033274274484988924,0,1461263487.0
2023,China,156,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1461263487.0,520465.0,1450774394.0,0.7229995954836241,1305166289.0,261337086.27313492,35858192530.0,0.04075117522383385,0,1027488517.0
2019,China,156,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",10822895808.0,2204549.0,11394886736.0,-5.0197157835093025,11108891272.0,404458663.96598625,30709077804.0,0.3524331104006734,0,12584885336.0
2020,China,156,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",12584885336.0,2510936.0,10822895808.0,16.28020410856754,11600889293.333334,898876834.9536661,32415340029.0,0.3882385723778026,0,19230174172.0
2021,China,156,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",19230174172.0,2821454.0,12584885336.0,52.803729700982316,14212651772.0,4433711768.94391,41994486455.0,0.457921403387239,0,22433780931.0
2022,China,156,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",22433780931.0,2231746.0,19230174172.0,16.659270635544196,18082946813.0,5023672368.918099,43600481647.0,0.5145305758920118,0,18492089133.0
2023,China,156,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",18492089133.0,1934990.0,22433780931.0,-17.570340951993494,20052014745.333332,2095423585.7190697,35858192530.0,0.5157005367052169,0,25620973457.0
2019,China,156,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,14329584202.0,667342.0,10853301602.0,32.029724479041526,12591442902.0,2458102999.7808022,53940508099.0,0.26565534339610075,0,14976110365.0
2020,China,156,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,14976110365.0,742913.0,14329584202.0,4.511827795462226,13386332056.333334,2217359123.325758,53809217225.0,0.27831868102407614,0,18787912477.0
2021,China,156,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,18787912477.0,894447.0,14976110365.0,25.452550890038793,16031202348.0,2409167298.333445,66705680543.0,0.28165386102145956,0,20237862968.0
2022,China,156,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,20237862968.0,874445.89,18787912477.0,7.717464581416465,18000628603.333332,2717788078.0325775,57065869770.0,0.3546404015143779,0,15219366037.0
2023,China,156,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,15219366037.0,775189.0,20237862968.0,-24.797563551720952,18081713827.333332,2582705027.913055,43164251747.0,0.35259191161718156,1,18397723983.0
2019,China,156,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,44412585454.0,2108498.0,63720543703.0,-30.300994195834164,54066564578.5,13652788208.734638,53940508099.0,0.8233623860659066,1,44753797333.0
2020,China,156,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,44753797333.0,2595806.0,44412585454.0,0.768277449988602,50962308830.0,11050272584.536894,53809217225.0,0.8317124768023421,0,54999350817.0
2021,China,156,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,54999350817.0,2978594.0,44753797333.0,22.893148949497657,48055244534.666664,6016191937.750045,66705680543.0,0.8245077536019765,0,48298357563.0
2022,China,156,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,48298357563.0,2711287.0,54999350817.0,-12.183767907181842,49350501904.333336,5203181462.780822,57065869770.0,0.8463615425062854,0,34451077419.0
2023,China,156,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,34451077419.0,2782375.0,48298357563.0,-28.67029199893126,45916261933.0,10479201763.616705,43164251747.0,0.7981391087451069,1,45170610612.0
2019,China,156,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,433023012.0,623704.0,384015790.0,12.761772634401309,408519401.0,34653339.003314555,14635537776.0,0.029587092638993437,0,658552364.0
2020,China,156,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,658552364.0,617872.0,433023012.0,52.082532740777296,491863722.0,146421495.9659013,17885015697.0,0.036821458541435016,0,850491463.0
